review_date,review_title,review_comment,review_rating,review_link
15 October 2023,Not an Adaptation,For those who read and understood Edgar Poe s stories the new Flanagan s work would be a revelation I agree with some other reviewers that the naming of this show is somewhat misleading especially for viewers who are trying to compare it to The Fall of the House of Usher story It is not an adaptation It is a hommage to Poe s legacy and the ideas the author encapsulated in his works You can easily notice the reference to at least one of Poe s stories or poems in each episode The Masque of the Red Death The Black Cat The Pit and the Pendulum The Tell Tale Heart The Gold Bug The Raven And maybe even more I read Poe a long time ago Flanagan captured Poe s gothic atmosphere and core ideas and translated them through the modern context and language which many I think did not like,9,https://www.imdb.com/review/rw9377905/?ref_=tt_urv
18 October 2023,"A binge worthy series, once again.",A huge family run empire at the height of its powers begins so crumble as one by one the heirs and offspring begin to die It s a binge worthy eight part series one you won t want to end It s a twisted look at one greed and vanity can do even among siblings It s dark and twisted it gets better with every passing episode Flanagan knows only too well how to spin a yarn and this is another wonderful series The final episode was perhaps my favourite segment how rare for a series to end on such a high note it s wonderful Beautifully produced as you d expect you get a real insight into what life is like for those that live with huge wealth sadly they re all monstrous every single time you think an Usher has come good you have to think again It highlights what it is to have everything and what it is to have nothing only you have to question what exactly is worth having does wealth amount to anything at all ultimately Lots of familiar faces and they all perform it s worth seeing for Mark Hamill alone although it owes a great debt to the versatility of Carla Gugino who gets some show stealing scenes Am already counting down for the next Flanagan series 9 10,9,https://www.imdb.com/review/rw9382924/?ref_=tt_urv
14 October 2023,Ambitious. Sometimes forced. But overall engaging.,It doesn t really get going until the end of the second episode So bear with it Because this is monumental in its undertaking It is no secret that this is an amalgamation of dozens of Poe stories and references that goes well beyond the titular source That being said the modern updates to the principle tales are entertaining The overall story being a Succession like narrative of a unscrupulous family with a corporate empire and their ultimate decline Not a spoiler it s literally the title Each member of the family is then given their own chapter further inspired by another major Poe tale or two Within those there are even more minute details from increasingly obscurer Poe works Like the security guard s moniker and the name of the ubiquitous pharmaceutical Sometimes the poetic monologues and voice over get a little contrived shoehorned and corny But when all is said and done the multi threaded nature of the narrative meshes and resolves satisfactorily I enjoyed it,8,https://www.imdb.com/review/rw9376417/?ref_=tt_urv
14 October 2023,A Gilded Dance with Demons,In the vast realm of storytelling some tales strike us silent and this is undoubtedly one of those The Fall of the House of Usher transports us to a world of opulent elites drowning in their vices without remorse willing to sacrifice their own kin for vanity They believe their wealth can shield them from consequences but as with all tales reckoning awaits This series a true marvel to my eyes sparks deep thoughts with its superb direction and unforgettable performances Bruce Greenwood already a talented actor truly shines in this series though he s not the only star The entire cast delivers exceptional performances The writing is beyond the usual small screen fare exquisite and captivating I can t definitively say if this is Mike Flanagan s best work but it s undoubtedly among his finest,9,https://www.imdb.com/review/rw9376357/?ref_=tt_urv
14 October 2023,Quintessentially Edgar.,In my opinion polarising creations are always fascinating and generally I don t think ill of people who happen to dislike what I enjoy very much I m not particularly fond of being meta in my reviews either but I feel that in the case of The Fall of the House of Usher something needs to be said on this matter I m not going to question personal taste when it comes to the technical aspects of this show such as acting directing and production value Personally I think is an excellent TV series graced by some seriously spectacular money shots the rave party s abrupt ending comes to mind but that s just my take The hill I m ready to die on is about whether or not Flanagan did justice to Poe s work and I m afraid I won t be very forgiving to whoever says he didn t Poe didn t just write Gothic literature he added heavy personal touches to it that would eventually become genre defying and ultimately the most iconic aspects of his work If you ask Chat GPT to write like Poe that s what you ll get But whilst extremely picturesque and entertaining and tempting from a Production s pov the costumes the Victorian gloomy setting the riddles it s a guaranteed spectacle those elements are the proverbial arabesques on top of something infinitely more substantial The deep psychological implications of his work is what makes Poe a genius and not just a good writer The man described illnesses and neuro divergences centuries before there was even a name for them He delved in universal fears and anxieties that not only have transcended his time they couldn t be more relevant today the unhealthy approach toward death living in an alienating society that has lost its human touch feeling the constant pressure of uncertainty The core of Poe s work is bleak and modern and Flanagan captured it to perfection with The Fall of the House of Usher Above the must have iconic references he resisted the easy road of a shallow costume piece and focused his script to what s underneath instead I for once can t praise him enough for it The only reservation I may have with this TV series is about the title s choice which may have mislead some spectator to believe that this was going to be an adaptation of the eponymous short novel instead of a broad homage to Poe s greatest hits Other than that as a longtime fan of Poe s work I won t shy from stating that The Fall of the House of Usher is storytelling at its best and nothing short of one of the most quintessential Poe esque piece of content in existence,9,https://www.imdb.com/review/rw9376289/?ref_=tt_urv
14 October 2023,A love letter to Edgar Allan Poe,Mike Flanagan is clearly a Poe fan The fall of the house of usher is my favorite Poe story The 1960 Vincent Price film of that story is one of my favorite movies of all time I came into this expecting a similar story told longer That is not what I got After the first episode I was actually kind of annoyed because I wasn t getting it I didn t get how this was the house of usher I thought it was beautiful and it definitely grabbed my attention but it wasn t what I was expecting to be And then after a few episodes I realized what was happening Every episode is a modern retelling of an Edgar Allan Poe story And then tying each of those stories into the house of usher It was genius Some people will catch that by reading the titles of each episode but I honestly didn t pay any attention to that until I was four episodes in Obviously the episode title does give away what the story in that episode will be but then the creative journey will show us how it ties to our main story I think from start to finish this entire project was so well done The acting is outstanding Every special effect was marvelous The sets were beautiful and unique The writing and the directing are top knots There are definitely some beautiful and unique shots in this work I could honestly write a book about how much I loved this This is something I will watch again and again,9,https://www.imdb.com/review/rw9375551/?ref_=tt_urv
11 November 2023,A Numb Walk Through 'The House Of Usher',For those who read and understood Edgar Poe s stories the new Flanagan s work would be a revelation I agree with some other reviewers that the naming of this show is somewhat misleading especially for viewers who are trying to compare it to The Fall of the House of Usher story It is not an adaptation It is a hommage to Poe s legacy and the ideas the author encapsulated in his works You can easily notice the reference to at least one of Poe s stories or poems in each episode The Masque of the Red Death The Black Cat The Pit and the Pendulum The Tell Tale Heart The Gold Bug The Raven And maybe even more I read Poe a long time ago Flanagan captured Poe s gothic atmosphere and core ideas and translated them through the modern context and language which many I think did not like,5,https://www.imdb.com/review/rw9427765/?ref_=tt_urv
13 October 2023,There are a lot of polarized reviews here.,The bulk of the reviews seem to have this polarized Mike Flannagan hate going on So you can really write off half the reviews If you havent liked Flannagan s work why are you people watching it What you need to know is that this is a homage to all of Poe s work Rating it poorly because it isn t a prevoius remake seems extremely short sighted By now you ve read the story is set around the house of Usher Like many of Flannagan s stories they are designed to be end to end stories Which is what I prefer The Usher house hold is the story of rich people greed and overall evil people Many people cite the parallels of Succession and they feel like it s underwhelming by comparison I however do not I actually don t like Succession Just like many of HBO s series they are drawn out wwwwaaaayyyy to long This is not You get what you get for the 8 episodes Mike gets a lot of the actors he continues to work with and Carla Gugino absolutely kills it in this role She uses a myriad of accents and makes the central theme of the series take on a life of it s own Many persons point to predictability in the plot but if you ve read The Raven or any of Poe s other works you ll know how things are going to go down This is a homage again Looking for something new and exciting other than story telling and visuals will set you up for disappointment,8,https://www.imdb.com/review/rw9373612/?ref_=tt_urv
14 October 2023,Stop comparing every new series to the haunting of hill house,I loved the show and the performances What I don t actually love is seeing negative reviews of people that keep expecting Flanagan to make a series that s similar to the haunting of hill house Don t get me wrong that show was also my favorite like it was to many other people but I believe that every series should be appreciated in its own way I would recommend everybody to give this series a try because it won t disappoint you Also what I really enjoy is the fact that Flanagan recasts the same actors they are all very talented and I ve grown to admire them very much I m already waiting for Flanagan s next project hopefully it will be as good as the others and not like midnight club which is the only one that I didn t particularly like,8,https://www.imdb.com/review/rw9376168/?ref_=tt_urv
12 October 2023,Mike Flanagan has done it again,I absolutely loved Haunting Of Hill House and Midnight Mass so I was REALLY looking forward to this I am on episode two and I am not disappointed Excellent cast including Rahul Kohli my crush excellent story and excellent scares Dark mysterious symbolic and the perfect amount of light humor I love that he uses the same actors throughout it shows a lot of their versatility And now Mark Hamill is part of the cast I read somewhere that this might be his last show and I really hope that s not true Mike is one of the few directors left making genuinely fantastic horror I recommend watching his other shows if you haven t already,10,https://www.imdb.com/review/rw9372028/?ref_=tt_urv
15 October 2023,Fall Of The House of Sackler,It s not scary it s a mystery that takes too many episodes to spin the web of integrated Edgar Allen Poe stories and poems into a retelling of the House Of Usher Good idea but in the end it s long and a bit boring Bruce Greenwood is fantastic as usual a great actor the rest of the cast also good I just found the plot to convoluted and contrived to fit in the stories of Edgar Allen Poe Tale Tale Heart The Cask of Amontillado the Black Cat the Gold bug The Masque of The red death so in and so forth Great idea but I found it too slow to binge I suppose it would be better as a non binge series Love the nod to the Saclker family and Purdue Pharma and the opioid deaths they caused globally The real evil,7,https://www.imdb.com/review/rw9376875/?ref_=tt_urv
13 October 2023,"Good story and structure, but is over sexualized.",It s a fun show I guess It s nothing like Haunting of Hill House which is an utter masterpiece This show is modern thus delves into garbage like orgies starfishing which I had to look up You quickly learn how debased and garbage all the bloodline kids are so you look forward to watching them die It s kind of a play maybe on how trashy society is now but I don t think that s the point The point was to modernize Edgar Allen Poe s work which is a cool idea but impossible to really do Definitely a good show the acting and cinematography was top level I just lost my interest a little with all the 2023 trash Society is on the down slope sexuality is being weaponized and exploited and I felt this show really didn t allow the stories to come through but instead cowered down to the new normal of over sexualizing things with words and images Overall a good show but kids shouldn t watch it 7 10,7,https://www.imdb.com/review/rw9373803/?ref_=tt_urv
20 October 2023,Boring,I tried to like this after seeing the directors previous work which I loved I found this to be very slow with long monologues that were dreary and uneventful It could not hold my interest The pacing was slow and boring I was very disappointed not sure what now as expecting but I would say it s the directors worst production I only managed to watch a couple of episodes to which I had to give up Life is too short to watch this drivel I liked the actors but the script and storyline just could not hold my attention I wouldn t waste your time watching it It was not scary or creepy in any way,2,https://www.imdb.com/review/rw9387058/?ref_=tt_urv
13 October 2023,A short review from the point of view of an average simpleton who never read Edgar Poe,For those who read and understood Edgar Poe s stories the new Flanagan s work would be a revelation I agree with some other reviewers that the naming of this show is somewhat misleading especially for viewers who are trying to compare it to The Fall of the House of Usher story It is not an adaptation It is a hommage to Poe s legacy and the ideas the author encapsulated in his works You can easily notice the reference to at least one of Poe s stories or poems in each episode The Masque of the Red Death The Black Cat The Pit and the Pendulum The Tell Tale Heart The Gold Bug The Raven And maybe even more I read Poe a long time ago Flanagan captured Poe s gothic atmosphere and core ideas and translated them through the modern context and language which many I think did not like,10,https://www.imdb.com/review/rw9374936/?ref_=tt_urv
21 October 2023,"Well, that was generic and boring",What can I say about this series Perhaps the first thing I could wonder about is the high ratings The series was generic boring lightweight predictable and seen oh so many times The production seemed like a traditional product of Hollywood mass production lines odourless and tasteless compromised pulp for the masses The series also contained traditional Hollywood pseudo philosophical nonsense and pathetic declarations Everything was also exaggerated although that was probably a deliberate ploy for effect For example the Usher family s lawyer confiscated items from a crime scene including a knife used in the killing with the permission of the police Oh dear Yes I know it s fiction But if the series is also trying to take a stand on social issues at least some reality has to be maintained,3,https://www.imdb.com/review/rw9388159/?ref_=tt_urv
